id_usuario,palavra,score
1358116567556711,lacal,0.04797803034934225
1358116567556711,vivasorrindo,0.03526765989116911
1358116567556711,mt,0.0283618147699812
1358116567556711,parabéns,0.024638300897125955
1358116567556711,várzea,0.0219389133386478
1358116567556711,abo,0.019531963975851455
1358116567556711,atacadão,0.01882301781824748
1358116567556711,deus,0.018597128153181704
1358116567556711,imperdível,0.017952160468224274
1358116567556711,confiança,0.017873961294828433
1870214326566563,amo,0.06063997756927184
1870214326566563,lindooo,0.038461538461538464
1870214326566563,cunha,0.032529203348996984
1870214326566563,pães,0.03169636532328212
1870214326566563,foto,0.030368357760363247
1870214326566563,encantadora,0.030261598084768887
1870214326566563,mini,0.02851552261719961
1870214326566563,mês,0.02746665989939552
1870214326566563,pizza,0.025809976960400025
1870214326566563,carinho,0.02515984060963692
1568317806526434,fato,0.08333333333333333
1568317806526434,watch,0.059469562449701
1568317806526434,youtube,0.058376498580212544
1568317806526434,vividos,0.049002689348308794
1568317806526434,resta,0.045053734330596354
1568317806526434,momentos,0.03651225622252676
1568317806526434,saudades,0.03435399612106554
1568317806526434,querer,0.027612491361192176
1568317806526434,simplesmente,0.027391587656880923
1568317806526434,sorriso,0.02623770846313502
829499647204368,ônibus,0.0
829499647204368,engraçada,0.0
829499647204368,enfia,0.0
829499647204368,enfiar,0.0
829499647204368,enfim,0.0
829499647204368,enfrentar,0.0
829499647204368,enfurecido,0.0
829499647204368,engana,0.0
829499647204368,enganados,0.0
829499647204368,enganar,0.0
10209344907449246,tb,0.023446102659200888
10209344907449246,hummmm,0.023255813953488372
10209344907449246,hummm,0.023255813953488372
10209344907449246,janelinha,0.016556384705630218
10209344907449246,coulter,0.01611944620064414
10209344907449246,maravilhoso,0.014375985496254098
10209344907449246,comidinha,0.014200666267374457
10209344907449246,pôr,0.014179740969475784
10209344907449246,qdo,0.014131879012498818
10209344907449246,exatamente,0.013934195358952302
1396904740407454,olha,0.05323107786184804
1396904740407454,vida,0.0424938056906963
1396904740407454,parabéns,0.041358995876464084
1396904740407454,gonçalves,0.03648912712044167
1396904740407454,amo,0.03442062791370602
1396904740407454,machado,0.028047563988570934
1396904740407454,rsrsr,0.027880506019503384
1396904740407454,deus,0.027375678153665303
1396904740407454,nascemos,0.02615396629307595
1396904740407454,carinha,0.02438071977155901
509263439449351,amém,0.029411764705882353
509263439449351,morre,0.029411764705882353
509263439449351,beleza,0.029411764705882353
509263439449351,dando,0.029411764705882353
509263439449351,aaaaaaaaa,0.029411764705882353
509263439449351,galera,0.029411764705882353
509263439449351,então,0.02341115191992165
509263439449351,vizinha,0.022470777182868818
509263439449351,interessa,0.02212771045150977
509263439449351,mulheres,0.02130968794070085
1251316891678779,tô,0.06700085677050407
1251316891678779,cria,0.0625
1251316891678779,sdd,0.0625
1251316891678779,novinha,0.0625
1251316891678779,ficar,0.0625
1251316891678779,rindo,0.05162261197601682
1251316891678779,chance,0.044559174155673884
1251316891678779,sdds,0.04382613373963445
1251316891678779,coroa,0.04156682465893855
1251316891678779,acreditando,0.03786849915939866
872507229580251,watch,0.005392248208485837
872507229580251,youtube,0.005293137479413382
872507229580251,borba,0.002246193133140194
872507229580251,dávila,0.0016427850678922518
872507229580251,roupas,0.0014881620775546965
872507229580251,clássico,0.0013157894736842105
872507229580251,amor,0.0013157894736842105
872507229580251,youtu,0.0013157894736842105
872507229580251,br,0.0013157894736842105
872507229580251,lindooooo,0.0011187031105374062
1595748830495975,pressato,0.0500175738154643
1595748830495975,montini,0.04893554160909898
1595748830495975,olha,0.015556383913256118
