id_usuario,palavra,score
1870214326566563,amo,0.01476041626235301
1870214326566563,fred,0.011518812923704795
1870214326566563,bom,0.009411188972305336
1870214326566563,tedesco,0.00764679444503572
1870214326566563,bbzinho,0.0065952748105526085
1870214326566563,demais,0.006079328738852321
1870214326566563,bolo,0.005975997183902361
1870214326566563,dia,0.00589932452356803
1870214326566563,amoooo,0.00568894591382451
1870214326566563,fiz,0.005441626321661812
872507229580251,cortesia,0.006384744844554785
872507229580251,sorteio lançamento,0.006384744844554785
872507229580251,participando sorteio,0.006384744844554785
872507229580251,cortesia participando,0.006384744844554785
872507229580251,lançamento,0.006256612066730071
872507229580251,sorteio,0.00624212114973424
872507229580251,participando,0.006173835966061218
872507229580251,to,0.002204651996443615
872507229580251,silveira,0.002115412065120651
872507229580251,silva,0.0020881456902495047
1492157617538982,denise,0.02566235891011721
1492157617538982,marques,0.02365952585262857
1492157617538982,lenise,0.016184294699921293
1492157617538982,denise marques,0.015163906831136623
1492157617538982,jarlison,0.0145500704170634
1492157617538982,lenise marques,0.011673658219289324
1492157617538982,hu,0.011535991901984798
1492157617538982,assim,0.006371531800102704
1492157617538982,brena,0.006324620736235599
1492157617538982,bem,0.005530659245392788
1502169689831039,arina,0.02634688568531652
1502169689831039,arina soares,0.02240786726569967
1502169689831039,soares,0.017733818995839198
1502169689831039,josý nunes,0.011593911061555818
1502169689831039,josý,0.011593911061555818
1502169689831039,cruz,0.010068117530570065
1502169689831039,nunes,0.009073782437693759
1502169689831039,vc,0.007821687011472912
1502169689831039,regina cruz,0.007043922856189548
1502169689831039,giselle,0.006861709533689557
1457411227699416,jean,0.012792647353882296
1457411227699416,biazus,0.010097405444007014
1457411227699416,dieicon,0.00830875987159131
1457411227699416,quero,0.007933895014382308
1457411227699416,amor,0.007013209493820847
1457411227699416,hoje,0.006471930523258785
1457411227699416,dieicon biazus,0.006290968007259514
1457411227699416,linda,0.006231847256097119
1457411227699416,jean franco,0.005990002970251253
1457411227699416,franco,0.00582364840638917
2069736153313031,to,0.0036169986114564768
2069736153313031,amo,0.003459349423732691
2069736153313031,sos,0.0031270137348790254
2069736153313031,msm,0.002951474156324424
2069736153313031,quero,0.002493079374082007
2069736153313031,amém,0.0023479047444730913
2069736153313031,denilson,0.0019593314517572917
2069736153313031,sempre,0.001879153089272871
2069736153313031,michelle,0.001853890229256644
2069736153313031,música,0.001833376571036834
815098648696899,heloisa,0.01678122663896817
815098648696899,brenda heloisa,0.016190653295272143
815098648696899,brenda,0.015905278529782893
815098648696899,parabéns,0.006300148537699982
815098648696899,dia,0.005863247919179934
815098648696899,amo,0.004574112119729956
815098648696899,eduarda,0.0042315845538678405
815098648696899,todos,0.0029775783335938533
815098648696899,turma,0.002914020820031426
815098648696899,feliz,0.002839993095997238
848813808619893,bianca,0.018677946072489602
848813808619893,bianca melo,0.016624344594006527
848813808619893,melo,0.01568647890802921
848813808619893,uu,0.009442178553748525
848813808619893,vida,0.007692968096042559
848813808619893,baby,0.007610542366474137
848813808619893,livros,0.006777276645252778
848813808619893,mundo,0.005702744354291841
848813808619893,pode,0.005701032662525542
848813808619893,pra,0.0056904922954097124
1490358514390143,pra,0.018623010777435504
1490358514390143,dia,0.01566035796556745
1490358514390143,vou,0.0101604315537472
1490358514390143,demi,0.009834831737752753
1490358514390143,boa,0.009451159029867491
1490358514390143,jemi,0.009076348245976829
1490358514390143,vc,0.009064738908606033
1490358514390143,faces,0.008351519670442826
1490358514390143,bom,0.008331798043128157
1490358514390143,pessoas,0.007276305656586315
923658871116552,acredito verdade,0.016034707880416433
923658871116552,marilia,0.014847527385290432
923658871116552,dia,0.013483252140469186
923658871116552,acredito,0.012761745286389346
923658871116552,fica,0.011494252873563218
923658871116552,verdades,0.011494252873563218
923658871116552,interessante,0.011494252873563218
923658871116552,verdade,0.010416208375445248
923658871116552,preparada,0.009816826143414286
923658871116552,sonhos,0.008921088273787799
1946002089051904,del,0.017402764877242648
1946002089051904,del campo,0.016941909324116235
1946002089051904,campo,0.016122499820806994
1946002089051904,rafaela,0.015112838534016303
1946002089051904,rafaela del,0.01287851497654624
1946002089051904,sobre,0.011066742457194429
1946002089051904,pra,0.009765579012322856
1946002089051904,vida,0.009169314855394519
1946002089051904,tudo,0.0073492093608267675
1946002089051904,aí,0.007285237602093206
1505262262895441,beatriz,0.004350901961062024
1505262262895441,costa,0.0032992221754724526
1505262262895441,pra,0.0029813457627864905
1505262262895441,deus,0.002917854473833921
1505262262895441,delvy,0.002829199647677665
1505262262895441,dia,0.002450971084524149
1505262262895441,feliz,0.0024088182751708072
1505262262895441,vida,0.002375541600339614
1505262262895441,beatriz costa,0.0021024026143101424
1505262262895441,tudo,0.002081440125112841
523889937966576,jj,0.014097697773305884
523889937966576,jjj,0.011003475139702436
523889937966576,scheila,0.007738045893886618
523889937966576,jjjj,0.0067381006684860065
523889937966576,alves,0.0060587637693682765
523889937966576,sim,0.005527452262103029
523889937966576,ata,0.004483445865302754
523889937966576,bom,0.004170526277480285
523889937966576,nois,0.003995689547485529
523889937966576,ai,0.0037665202694871927
1486146538167125,ana,0.0203875895947815
